R,regime,dv_hohmann_bar,dv_bielliptic_infinite_bar,dv_best_bar,best_endpoint,saving_bar,saving_m_s,best_endpoint_attainable
1.2520120869598979,hohmann_only,0.1059577286886865,0.7843996166268115,0.1059577286886865,B->R+,0.0,0.0,yes
1.2616538155205645,hohmann_only,0.10934461533527853,0.7829823979213304,0.10934461533527853,B->R+,0.0,0.0,yes
1.2713697949056488,hohmann_only,0.11271615534405928,0.7815706048898747,0.11271615534405928,B->R+,0.0,0.0,yes
1.2811605969197697,hohmann_only,0.11607233600969097,0.7801642167608176,0.11607233600969097,B->R+,0.0,0.0,yes
1.2910267977710062,hohmann_only,0.11941314518756752,0.7787632128420534,0.11941314518756752,B->R+,0.0,0.0,yes
1.3009689781048077,hohmann_only,0.1227385712963117,0.7773675725206945,0.1227385712963117,B->R+,0.0,0.0,yes
1.3109877230381672,hohmann_only,0.1260486033201697,0.7759772752627679,0.1260486033201697,B->R+,0.0,0.0,yes
1.3210836221940556,hohmann_only,0.12934323081130103,0.7745923006129122,0.12934323081130103,B->R+,0.0,0.0,yes
1.3312572697361222,hohmann_only,0.13262244389196548,0.7732126281940774,0.13262244389196548,B->R+,0.0,0.0,yes
1.3415092644036632,hohmann_only,0.1358862332566058,0.771838237707225,0.1358862332566058,B->R+,0.0,0.0,yes
1.3518402095468582,hohmann_only,0.1391345901738261,0.7704691089310294,0.1391345901738261,B->R+,0.0,0.0,yes
1.3622507131622783,hohmann_only,0.1423675064882663,0.7691052217215797,0.1423675064882663,B->R+,0.0,0.0,yes
1.372741387928668,hohmann_only,0.14558497462237216,0.7677465560120843,0.14558497462237216,B->R+,0.0,0.0,yes
1.3833128512430033,hohmann_only,0.1487869875780617,0.7663930918125754,0.1487869875780617,B->R+,0.0,0.0,yes
1.393965725256826,hohmann_only,0.15197353893828602,0.7650448092096142,0.15197353893828602,B->R+,0.0,0.0,yes
